"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.082389831543","19.2816600799561","21.807710647583","21.3231792449951","19.7571506500244","","14.9029102325439","18.8882808685303","","20.7926406860352","19.028829574585","21.5635509490967","22.1767807006836","21.7505397796631","20.6340808868408","21.8776302337646","19.6179790496826","23.201379776001","21.8537502288818","","","","","",
"Africa Eastern and Southern","AFE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8905096054077","","","","18.0015392303467","18.1431407928467","18.0049896240234","","16.2581405639648","","17.548059463501","17.0224695205689","17.315450668335","17.2432594299316","18.0970993041992","16.9629096984863","17.1988105773926","17.1507606506348","17.3067045211792","15.3527202606201","14.5640897750854","13.6582899093628",
"Afghanistan","AFG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0799999237061","12.8800001144409","12.3599996566772","16.6499996185303","17.3099994659424","17.0675601959229","16.0484294891357","14.6199998855591","14.1028003692627","14.4659299850464","12.5089998245239","13.0909996032715","12.0332002639771","11.6960601806641","11.3437700271606","10.2538604736328","10.8801097869873",
"Africa Western and Central","AFW","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8203601837158","15.3238096237183","15.7315249443055","14.5252103805542","16.4000196456909","17.0555248260498","16.9791898727417","17.9546394348145","18.0091695785522","18.0316905975342","18.1756191253662","17.0575704574585","14.563539981842","14.3328800201416","14.963604927063","12.9398798942566","13.121994972229","12.8548803329468","16.0584392547607","16.1141948699952","14.1593904495239","14.3399848937988","14.9346299171448",
"Angola","AGO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.11467981338501","","5.2550802230835","","","","","7.99235010147095","7.45479011535645","9.27999973297119","7.40999984741211","9.42000007629395","8.68476963043213","8.9399995803833","8.37042999267578","8.82697010040283","6.16283988952637","8.91878032684326","6.55097007751465","6.76378011703491","5.41023015975952","6.04536008834839","6.46722984313965","6.91961002349854",
"Albania","ALB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1533899307251","9.6240701675415","9.68245983123779","10.1370296478271","10.5819301605225","9.88691997528076","10.5735998153687","10.7031602859497","11.3579702377319","10.9329500198364","11.1771898269653","","","11.4857339859009","12.8400001525879","13.6099996566772","12.1239099502563","12.7399997711182","11.1775503158569","13.596960067749","12.3908004760742","10.9706964492798","13.4300003051758","12.0699996948242","",
"Andorra","AND","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4530801773071","","","","6.19552993774414","13.3152103424072","10.4428100585938","9.99098014831543","9.39243984222412","13.4619197845459","10.8952398300171","8.99186992645264","10.2600002288818",
"Arab World","ARB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7487096786499","","12.257315158844","","11.6300001144409","13.8199996948242","12.7281746864318","11.3567366600037","10.7288789749146","11.4054298400879","11.4975643157959","10.4271550178528","11.4499998092651","11.1960496902466","12.2261047363281","12.0305099487305","11.912670135498","",
"United Arab Emirates","ARE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.474684715271","5.302161693573","5.54267072677612","5.48955917358398","6.06917762756348","5.15527582168579","5.50105953216553","5.36474275588989","12.6788196563721","11.7062301635742","",
"Argentina","ARG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3987703323364","","15.6212596893311","15.8775396347046","16.2261505126953","16.3559608459473","16.4422092437744","14.3547201156616","15.1393003463745","15.8031702041626","15.5098400115967","15.1015701293945","15.7478399276733","16.0206699371338","15.0479698181152","15.1585597991943","14.5182600021362","14.4579296112061","13.7993297576904","13.9633102416992","13.3555402755737","13.2639198303223","12.5233402252197","12.5300703048706","11.9168996810913","",
"Armenia","ARM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6480903625488","13.578519821167","13.4655895233154","14.2684497833252","13.4512195587158","12.4005098342896","12.5933399200439","12.3689699172974","11.1367597579956","9.36711978912354","10.6563596725464","10.1971998214722","10.4031295776367","8.98857975006104","10.0100002288818","8.82777976989746","8.27808952331543",
"American Samoa","ASM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
