Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.582969666,9.395569801,9.504170418,8.270079613,,9.267519951,,,,,,,,9.492489815,10.06227016,10.03619957,10.18564034,10.26904011,10.66541958,11.03474045,10.98110962,11.10762978,10.99915981,10.91053963,11.02845001,11.22558022,11.37255955,9.180000305,
Djibouti,DJI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89607048,29.38595009,26.28001976,25.48930931,24.2714901,24.70113945,22.71504974,24.70796013,22.52743912,,,12.32839966,,17.07688332,17.31999016,17.74855423,8.576439857,12.00850964,13.25469971,13.99153042,,,
Dominica,DMA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.11160088,11.41961956,,,,,,,,,,,,,,,,10.20800972,12.69810009,9.783909798,8.445839882,8.298299789,10.66617012,8.293609619
Denmark,DNK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41569996,12.29430008,12.40993977,11.18605995,,10.60130024,,13.87736988,13.47953033,13.14820957,14.1424799,,14.63436985,14.54370975,15.34414959,15.54854012,15.43387985,15.14175034,15.48686028,15.77933979,15.51264,15.35669994,14.83026028,14.94417,15.10334015,15.03625965,12.4887104,15.21743965,13.82682037,12.8566246,14.2475996,15.33633041,13.4382,13.9115696,11.93999958,
Dominican Republic,DOM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98847961,12.50728989,12.07971954,9.701809883,,,,12.57787991,,,14.84930038,16.11269951,16.94490051,25.93160057,13.12370014,22.59584999,21.94519997,22.34359932,22.15546989,22.34151077,19.32287979,18.01491928
Algeria,DZA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42835045,14.34000015,,,15.98372555,17.64603424,16.46920204,15.20296097,16.11104012,17.55604935,13.77495003,14.46348,16.54919052,16.2131691
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.64076519,12.75489998,15.26266003,,14.17029953,,,14.30566502,14.16932011,14.01071024,14.96208954,12.98703957,16.06926346,16.30139732,16.04590607,15.3179636,15.11543465,14.25683022,16.32588005,15.52190113,14.4071703,15.2768364
Early-demographic dividend,EAR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.47833061,16.49754524,16.18774986,16.31059456,15.57410002,,17.76235962,16.80080032,15.74783993,14.59630966,15.54918289,15.80000019,15.89959764,16.85963058,15.06999969,15.49306536,16.18619919,16.07543945,15.74866533,14.90810013,15.52561855,15.53852654
East Asia & Pacific,EAS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49723053,,16.43947983,,,14.96456528,14.18884516,14.51142025,14.96208954,14.62397003,16.30144787,16.42253876,16.15582275,15.3179636,15.11543465,14.69593525,16.08691502,13.93019485,14.4185853,14.75460625
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58645535,13.61711502,12.59358978,12.66704988,12.92162991,12.89538956,11.56083012,12.80049992,13.04090023,11.63193178,12.84000015,13.22827005,12.27398968,12.57335997,11.46173,12.66619968,12.9533596,12.95149994,13.34431982,12.78114986,
Europe & Central Asia,ECS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84667015,,11.44561529,11.797225,11.61130047,12.0884347,12.00360012,12.29387474,12.41847515,12.26548958,12.71018028,11.86573505,12.32505989,11.87626982,11.16341972,11.94957495,12.02017975,11.95495987,11.63632011,11.77554512,12.23863029,12.12466002,11.76823473,12.04329967,11.02000046,
Ecuador,ECU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84613991,6.665820122,4.957300186,,,,,,,,,13.17257023,12.9965601,11.97611046,11.53415012,11.44254017,12.06830978,12.59764957,12.80000019,13.86999989,14.54615879,11.60818005,11.51441956,10.3982296
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3519001,14.74870968,15.04360962,11.01858997,11.20963955,10.94180012,,11.29753017,10.94750023,10.92315006,11.90777969,11.91744041,11.92453957,11.44999981,,,11.64000034,12.26000023,
Euro area,EMU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1020751,9.605750084,,10.62792015,11.0448451,,10.42578983,10.40501976,10.65826035,10.73558044,,10.74722958,11.76006031,11.08148956,11.81863976,11.90172005,11.87266493,11.99112988,11.62739992,11.97107983,11.77487469,11.87849045,11.6184597,10.78913021,10.9884901,11.06992149,10.98110962,11.10762978,10.99915981,10.94363022,11.05543041,11.22558022,11.37255955,10.625,
Eritrea,ERI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9151299,,6.250919819,5.565539837,,5.861609936,5.633379936,,5.741849899,,5.168069839,,,,,,,,,,,,,,,
Spain,ESP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.843440056,9.639369965,10.34298992,10.14229012,10.03194046,9.730460167,10.04699993,10.26704979,10.65826035,10.73558044,,10.47189045,10.6707201,10.6530304,10.70273972,10.7009697,10.87535,10.71127033,10.76976013,10.88782978,10.83693981,10.92607975,10.62497997,10.54881001,10.60980988,9.185660362,9.493339539,9.538860321,9.766460419,9.961039543,10.21348953,10.0303297,10.05422974,8.890000343,
Estonia,EST,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.70108986,17.7050209,16.02975082,16.36455917,14.68504047,14.95359039,15.15063,15.0490303,14.31896973,14.26515007,,13.69466972,13.90087986,12.99792957,13.70024014,13.39976025,12.02017975,12.6068697,11.63632011,13.01430035,13.09148026,12.64801025,13.35336971,13.4449501,14.35000038,
Ethiopia,ETH,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,12.35554028,12.48698997,12.1781702,9.701319695,11.82013035,10.0891304,10.32174969,,,,,,,13.26484013,,,13.04413986,14.86991978,,,14.9077301,14.46177006,16.18774986,,,,23.97537994,24.69944954,26.35573006,23.58374977,26.30404091,29.67443085,30.53953934,27.02109909,25.91838074,27.09870911,23.01335907,26.50992012,24.00155067,20.92220116,,
European Union,EUU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42578983,,10.65826035,10.79634953,,10.74722958,11.32598019,11.08148956,11.4880147,11.23149967,11.64554501,11.44142008,12.07252026,12.1436801,11.5558548,11.61622047,11.25362015,10.78913021,10.94449043,11.03474045,10.98110962,10.41116047,10.99915981,10.94363022,11.04498959,11.14750957,11.37255955,10.44499969,
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23396015,14.17604494,14.61999989,14.72490025,12.93987989,13,13.0454998,15,13.69748497,13.01280975,11.65477514,14.8910799
Finland,FIN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,12.45374012,12.05609989,11.65970993,10.90627003,11.56015015,11.10585022,11.21802044,11.2560997,11.45681,12.07530975,12.85859966,11.4066,12.44587994,11.41804028,11.90163994,11.84667015,,,11.76006031,12.17092037,12.63444996,12.6825304,12.77597046,12.77896023,12.24969959,12.28382015,12.14995003,12.17766953,11.9419899,12.06608963,12.01144028,12.89315987,12.53717041,12.40009022,12.44361019,12.31231022,11.86386967,11.74643993,12.04329967,10.22999954,
Fiji,FJI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00093079,20.53511047,21.7585907,19.63863945,21.03780937,,23.74914932,20.26613045,20.84329033,23.17040062,17.36972046,15.85361958,20.83869934,15.23478985,19.12890053,14.30039024,17.51099968,17.39184952,15.1698904,16.81719017,14.93480968,16.83370018,16.39175034,14.46442032
France,FRA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,11.50817966,11.38776016,10.72233963,10.42568016,10.06159019,9.675740242,9.360710144,9.572130203,9.483389854,9.640379906,10.00683975,9.568180084,10.42578983,10.52882957,10.94587994,10.79634953,,10.74722958,,,,,,,,,,,,9.947993279,9.740480423,9.554766655,9.611371994,9.63418293,9.620544434,9.559823036,9.648249626,9.717340469,9.672380447,,
Faroe Islands,FRO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54159451,15.59526825,16.67293549,15.88092041,16.25580978,17.24716949,17.3627491,15.41215038,14.35793686,
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78497982,9.965120316,,,,,,,,,,,,17.76050377,,,22.31238937,21.58470917,19.14845085,17.12528992,18.10730934,,
Gabon,GAB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.20018005,,,,,,7.058110237,11.34815979,17.70648956,,,,,,,,,,13.33041954,13.74125004,12.58226967,8.737569809,11.22548962,10.91316032,10.2796402,16.05843925,14.6950798,14.15939045,15.02552032,15.12353039
United Kingdom,GBR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,12.64420986,11.60221958,11.40756035,11.20600986,10.4594202,10.21578979,10.50664997,10.74501038,11.08839989,11.09945965,10.83672047,11.11497974,,11.77744007,11.85439014,11.63673973,,12.09984016,11.60138988,11.84799957,12.08185959,13.32559013,13.4005003,12.7594099,13.00337982,12.96016979,12.84257984,12.73311043,12.38475037,12.78199005,12.46856976,12.12574959,12.66024017,13.35371971,13.49020958,13.44863987,13.76128006,13.34407997,13.54821014,10.56000042,
Georgia,GEO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85142994,10.60486031,12.54071999,12.36196041,13.6035099,12.49293995,15.03676033,11.18124962,12.89538956,9.486650467,8.937600136,8.998250008,8.995471001,9.269430161,6.707759857,10.49773598,10.58627319,11.11870289,12.66619968,12.9533596,12.95149994,13.35789967,11.17018986,11.52476025
Ghana,GHA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,7.641880035,7.748139858,13.8319397,,,,34.30920029,24.66799927,23.93285942,,,,,,,,,,,14.8927002,,15.74110985,,,22.37924957,23.42996025,24.16197968,22.31702042,24.03750038,22.49513054,20.69614029,30.63430977,37.52096176,21.22220993,20.98513985,23.80879974,22.09332085,20.09763908,18.59816933,,,
Gibraltar,GIB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333015,7.840236664,,8.593977928
Guinea,GIN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.996529579,11.53744984,11.44849968,,,,,,14.65855026,15.19596958,10.31575966,13.06431961,11.62475014,12.31330013,10.94746971,,,15.67825985,13.58339977,12.43832016,14.25930977,9.46061039,14.13280964,11.98950958,11.59877968,15.76885986,13.37679005,14.87012005,12.40536022,14.29006004,11.97889042
"Gambia, The",GMB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92179966,8.205269814,10.94752026,8.468839645,5.029540062,5.344170094,5.360760212,7.297500134,18.88171005,13.29374027,17.61123085,15.11833,13.79553032,10.58541965,11.75232029,11.03293037,10.44995975,15.44113731,11.35991955,14.09726143,13.76838112,13.97942352
Guinea-Bissau,GNB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74309921,,,,,,,,,,,9.069239616,10.19974041,14.53979969,16.19137955,13,13,10,15,8.099716187,,8.009793282,9.317698479
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.248139858,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,8.381790161,7.661369801,7.118340015,7.548520088,,6.488709927,6.204490185,6.776410103,7.18171978,7.198430061,6.292029858,,,,,,,6.406680107,6.560050011,6.957769871,7.316520214,7.477159977,7.3604002,7.70182991,8.700209618,,,,,7.824027061,8.200703621,8.100980759,7.185383797,8.539699554,7.156529903,8.10385704,7.169680119,7.417409897,7.503829956,7.460000038,
Grenada,GRD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80898952,,,,,,,,,,,,9.902500153,,14.04117012,10.08057308,,,10.05946445
Greenland,GRL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25270844,19.76452827,19.94286919,19.73752022,18.97283936,18.4625206,17.55579948,17.43354034,16.2472477,
Guatemala,GTM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72337914,,,,,,,,,,20.33844948,21.2781601,23.34815979,,19.29692078,20.24641037,21.10514069,20.6379509,21.95939064,24.08550072,23.4347496,23.08805084,23.74954033,23.75538063,21.1411705,22.95527077
Guam,GUM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.68779945,17.65683937,16.55555916,16.90000916,13.81455994,11.08073997,13.8234396,13.48169041,11.52616024,,10.23917007,11.83872032,11.72072029,10.18669987,,18.73568916,17.80267906,18.71751022,17.63573074,16.0032196,,,
High income,HIC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.90163994,12.60186958,,11.29195023,12.00930977,12.11146021,12.21224022,12.56348038,12.86374998,12.87954998,12.511765,12.84820986,12.32855988,12.59972,12.48363972,12.01186991,12.11529016,12.02017975,12.09424019,12.12088013,12.31994009,12.31231022,11.96763039,11.77952623,12.23050976,11.20499992,
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,9.408109665,15.28794003,15.87032032,18.57813072,,,,,18.54077911,,21.20813942,,,,16.66867065,,,,,22.41877937,22.20729065,23.2442894,23.1510601,22.47858047,23.2826004,22.63777924,22.92239952,23.7994709,19.90941048,20.14833069,18.64948082,20.30080032,17.62039948,18.6085701,18.12696075,17.84127998,18.78783989,20.31401062,20.62105942,13.11645985
Honduras,HND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88875008,17.87564087,,,,,,,,,,,,,,,,,15.73262501,19.86407089,25.65361977,24.64455986,18.00941086,19.67046928,23.15510941,20.11774063,24.25477028,24.59828949
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.74071503,,,,14.9615097,16.28030014,17.08520985,,16.25814056,17.49617004,17.61123085,15.32169008,15.85542488,16.17473984,16.59646988,16.50249481,15.34716034,16.3627491,17.1187191,14.44117403,13.98419046,14.43525171
Croatia,HRV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.530509949,7.721700191,7.820380211,,,8.701210022,9.339429855,8.985600471,8.738349915,8.475230217,9.764840126,9.460370064,10.04221058,10.09977818,9.93892765,8.623140335,8.600079536,8.509619713,9.979999542,
Haiti,HTI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98414993,14.56777954,13.10721016,15.19684982,14.64414024,12.86167049,11.63804054,16.1069355
Hungary,HUN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59910965,,8.699799538,9.386130333,10.32361031,10.45506954,10.17914963,11.82977009,11.00590038,10.80056953,10.32771015,10.33817005,10.27056026,9.864379883,9.677240372,9.301119804,8.434149742,8.368080139,9.195320129,8.9230299,9.862719536,9.935609818,10.08428955,9.271349907,9.180000305,
IBRD only,IBD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65221977,15.66257,13.91590977,14.40474987,14.9145751,14.23503971,13.64809036,13.28999996,13.89999962,14.17592478,14.55386496,14.90569496,14.00179529,14.96061993,14.41419983,13.79932976,14.07163811,14.72072983,14.68885994,14.54615879,13.87433958,14.19999981,
IDA & IBRD total,IBT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.20136499,15.48632002,14.75948048,15.85133505,14.74870968,14.67282009,15.23263502,14.94869041,14.93089962,15.18871021,15.6813097,15.01247454,15.13241005,15.21309471,14.36483955,14.35762024,14.72072983,15.11530972,15.03133488,14.09596586,13.77980042,14.8910799
IDA total,IDA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.74071503,15.72974014,,,16.09846544,16.52435017,17.76235962,,16.25814056,16.95940971,16.50391006,15.2091651,15.73262501,16.17000961,14.77883482,15.02631092,14.84945011,15.44113731,15.8884201,14.15552568,13.76838112,13.97942352
IDA blend,IDB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03823519,17.57755947,,,,,11.86466026,10.92461014,13.10842514,14.27492523,12.09020996,13.21563482,13.95918036,15.68577003,15.58279991,12.84317493,12.59306097,12.56567907
Indonesia,IDN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.863969803,6.146460056,7.496819973,7.71021986,,,,11.59389019,14.36905003,16.27817917,14.17029953,15.1487999,,14.94431019,13.67475033,19.30843925,16.65418053,18.00613022,18.09041977,17.60392952,17.67152023,20.50329971,21.21980095,16.12074089,16.5608902,17.34799957,19.15279961,
IDA only,IDX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9077301,15.66205978,15.47522497,,16.09846544,16.52435017,17.54944515,,17.23309517,17.13470459,16.54600525,15.34337997,15.81546974,16.18305969,15.84410477,15.3179636,14.86219358,15.31899357,15.88852024,14.25294924,13.76838112,13.97942352
Isle of Man,IMN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32223034,14.15927029,16.95982933,16.73051071,,,12.41079998,11.19686031,11.20845985,11.69371033,,,11.19120026,11.83368015,13.56490993,13.99211979,14.05018044,,15.69221973,15.7215004,15.80976963,16.63537979,16.72864914,16.54015923,
Not classified,INX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,14.77791977,13.0633297,11.61266041,11.28647041,11.22875023,9.822660446,10.59751987,10.53901958,10.93093014,11.70454979,11.42366028,11.80331039,12.04185963,12.80624962,12.73822975,12.94064045,,12.54549026,12.71594048,13.51819992,12.70464993,12.48445988,12.87310982,13.6585598,13.68492985,13.54899979,13.23058987,13.13430977,13.13325024,9.323320389,12.33088017,13.53155041,13.16333961,12.98412991,12.93684006,13.33143044,13.32511997,13.32429028,13.61303043,11.32999992,
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3469696,20.63261986,23.71528053,,14.54695988,13.56692028,,,20.11292076,20.6338501,24.42416954,26.50642967,22.13546944,21.52145004,21.89969063,19.45677948,20.03128052,22.38460922,18.56262016,19.25691032,20.15138054,17.3957901,21.67350006,19.66486931,18.56875038,19.44543076,20.30521011,21.14603996,21.24616051,23.13994026,
Iraq,IRQ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,
Iceland,ISL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5013504,,,11.83158016,11.19727993,10.95687962,12.60319042,,16.59808922,14.17391968,14.34761047,14.1417799,16.05661011,15.15958023,15.33897018,16.30814934,16.0469799,15.51906967,11.10029984,13.41956043,14.23122025,13.43597984,15.88494968,16.20466042,16.67432976,17.15513992,16.00481987,17.07716942,17.24921989,17.42268944,15.27999973,
Israel,ISR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6803503,13.42660046,12.56348038,13.55414963,13.37539959,13.18183994,13.42121029,13.30453968,13.17718983,13.05438042,13.71627045,13.96576977,14.0771904,14.53312016,14.85538006,15.49291039,15.43659973,15.70108032,15.52122021,15.74192047,15.60000038,
Italy,ITA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.719320297,8.242010117,8.597669601,9.118780136,,9.242580414,9.554100037,9.221059799,9.822859764,9.491279602,9.627650261,9.354160309,8.971509933,9.468740463,8.774510384,9.173359871,8.850790024,8.68076992,8.369560242,8.017430305,8.132579803,7.985929966,8.095910072,7.77489996,8.295180321,8.795740128,8.448579788,7.46999979,
Jamaica,JAM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3537693,12.75156975,12.79800034,18.38850975,15.36104012,15.53602028,15.39999008,,,16.79660034,19.9911499,18.36392975,13.36233997,11.73301983,14.26937008,,17.17304993,19.11938095,17.55283928,16.10293961,18.58193016,18.80925941,20.57386017,21.79748917,20.05147934,19.14512062,18.40254021,18.58399963,17.31398964,,
Jordan,JOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,8.760239601,9.880080223,9.824379921,13.08642006,,,,,,,21.56406021,18.41102982,,14.66425991,,,,,,12.85999966,13.28999996,13.89999962,11.63000011,10.36999989,8.100000381,8.199999809,9,9.699999809,11.09000015,11.34000015,12.15015984,11.19604969,9.825320244,9.859749794,12.36999989,9.657279968
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,16.12549019,15.67714977,14.88605022,,,,18.05423927,17.79665947,17.64325905,,,,11.11497021,11.10641956,10.3656702,,,9.950750351,,,,,,,,,,,,8.417507172,8.537052155,8.504339218,8.463807106,8.534481049,8.374353409,8.196087837,8.153193474,8.129657745,8.182955742,7.309999943,
